what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309731312725
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731314575
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1309731332125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731340085
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731341395
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731341925
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731351190
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309731364061
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731367821
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731375354
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309731375374
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731381754
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309731392865
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731409563
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309731416533
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731427263
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731897525
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731902445
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731917875
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731927120
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731936630
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309731938490
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309731984408
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731986578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731995090
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309731995110
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309731996890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732000740
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732010030
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732013710
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732030300
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732033640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732076990
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732078980
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732087204
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732091705
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732095075
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732121378
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732124738
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732172068
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732184548
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309732200060
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309732202010
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732218560
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1309732222730
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1309732222940
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732228140
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732238370
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1309732241170
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1309732241360
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1309732241580
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732244450
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732247410
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732255067
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732255087
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732280149
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732289349
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1309732289379
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732293530
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732299278
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732299358
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732299978
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732305828
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309732307028
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732314478
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732321139
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1309732321169
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732325054
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732326656
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732329640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732332090
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1309732332120
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732337743
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732338944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732342725
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1309732342755
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732357402
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732361402
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732362102
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309732385714
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732396557
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732398397
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732404800
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732404820
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732424930
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732461119
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732465329
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732466719
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732475051
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732504403
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732508345
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732511581
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1309732511631
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732530001
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732537235
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732544265
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732552480
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1309732554742
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1309732555132
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732558182
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732558282
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1309732580244
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1309732584144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732587034
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732590744
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepReturn",1309732593824
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732593964
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1309732607767
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732614599
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732617690
opened,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1309732617800
activated,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1309732617830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732633792
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732638002
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732639802
closed,editor,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1309732639802
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732643392
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1309732648702
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Terminate",1309732648842
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732650563
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732658304
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732666360
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732674074
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732678394
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1309732697376
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732702066
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309732726221
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732761704
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732778269
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732786671
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732814934
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732825326
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732825346
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732838756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732842427
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732844029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309732846129
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732847819
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732853041
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732857571
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309732857581
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732872996
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309732891852
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732899013
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309732908113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309732910913
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732915338
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732916488
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732922018
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732924248
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309732964973
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309733003783
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1309733014633
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309733015453
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1309733017763
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733018993
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309733029933
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733038623
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309733051936
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733055066
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733065536
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309733070756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733072856
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733077727
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309733077747
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733093182
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733095743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733097963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733103889
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733115659
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733135151
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309733151301
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733155786
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309733160626
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733162606
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733170001
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1309733170021
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733186461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733187541
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733187993
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733188823
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733190274
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733226337
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309733231225
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733241525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309733332901
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1309733368427
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309733374531
