what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927896400
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927899617
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927900538
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927904379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927909547
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927916320
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927918965
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927921035
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927922442
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927925367
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927926612
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927930052
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927934819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927937083
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927937135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927939348
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927939415
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927939466
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927947312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927954248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927957183
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927962495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1310927965092
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1310927978994
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1310927979229
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1310927979349
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1310927979442
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1310927979469
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927979526
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927983036
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927983214
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927985789
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927987480
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310927997828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928006374
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928008810
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310928008826
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928010996
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928012083
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310928012100
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928014195
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928015303
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310928015320
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928017541
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928018528
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1310928018548
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928021607
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928024007
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928028436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928030812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928035702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928038414
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928039191
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928042262
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928043352
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928048171
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928049805
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928054414
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928055316
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928058650
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1310928066081
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928066554
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928066837
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1310928066916
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1310928067082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928067153
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928071672
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928078762
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928078937
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928088859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928088974
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928092643
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928092821
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310928096392
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928116353
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928117414
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928120201
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928120315
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928121934
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928122986
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928123091
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928124062
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928124371
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928124479
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928125607
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928125818
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928125927
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928126984
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928127221
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928127324
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928128263
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928130933
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928131048
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928132846
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928133062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928140379
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928140477
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310928151352
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928158554
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.smartEnter",1310928178218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928186789
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310928205856
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928206099
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928216060
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928233809
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928235232
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928239422
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928240714
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928244257
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928245451
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928250019
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928251202
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928254187
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928255198
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928258083
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928259395
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928266868
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310928288307
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928298460
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928300185
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928301181
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928307216
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928310860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310928346041
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928359759
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928366932
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310928367885
