what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933512913
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310933529615
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933529845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310933534127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933637277
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933638768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933639337
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933648518
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310933672383
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1310933679365
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1310933680633
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933711429
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933712090
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310933734388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933735998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933750432
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933871967
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933890993
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933891045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310933906240
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310933906388
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934014479
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934017251
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1310934048479
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934048698
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934097932
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934100062
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310934106874
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934108131
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934108309
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934158445
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1310934319561
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934323324
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934326079
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934329463
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934331267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934332617
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934332745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934334887
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934336252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934341754
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934345142
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934346571
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934351224
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1310934351244
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934357318
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934370550
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934375998
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934395542
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1310934409022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934411640
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934421595
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934424474
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934427978
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934429742
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934444394
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934445881
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1310934449595
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934450867
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310934451175
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934465806
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934470469
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934534625
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934536699
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934588347
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934603565
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1310934630892
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1310934638116
